code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain
Нейш3А-2018-0426,Тарелка,"Тарелки фаянсовой с красным геометрическим, зооморфным и растительным орнаментом снаружи и внутри венчика фр-т",фаянс,"5х3,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-0426_orig.jpg,startswith,1,Нейш3А-2018-0426,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-0454,Блюдце,Блюдца прозрачного голубого стекла круглого граненого с узором - многоконечной звездой на донце профиль,стекло,д=7 см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-0454_orig.jpg,startswith,1,Нейш3А-2018-0454,Стекло,блюдце,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-0499,Тарелка,Тарелки фаянсовой с волнообразными краями профиль,фаянс,Д=15+ см,Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-0499_orig.jpg,startswith,1,Нейш3А-2018-0499,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-0500,Крышка,Крышка металлическая синего цвета снаружи и внутри,прочее,Д=10 см,Целый,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-0500_orig.jpg,startswith,1,Нейш3А-2018-0500,Металл,крышка,0,часть не указана,1,целый,0,1,0
Нейш3А-2018-0645,Изразец,Изразца печного красноглиняного прямоугольной формы с белой поливой снаружи и фр-том клейма внутри профиль,керамика,,Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-0645_orig.jpg,startswith,1,Нейш3А-2018-0645,Керамика,изразец,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-0735,Блюдце,Блюдца фарфорового с бордовым растительным орнаментом на розовом фоне и тонкой голубой линией по краю внутри профиль,фарфор,"Д=8,5+ см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-0735_orig.jpg,startswith,1,Нейш3А-2018-0735,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-0817,Тарелка,Тарелки фаянсовой клейменой донца фр-т,фарфор,д=7+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-0817_orig.jpg,startswith,1,Нейш3А-2018-0817,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-0833,Блюдце,"Блюдца фарфорового с цветочным орнаментом внутри (желтый, зеленый, сиреневый, коричневый, золотистый) профиль",фарфор,"Д=5,5+ д=4+ см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-0833_orig.jpg,startswith,1,Нейш3А-2018-0833,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-0838,Крышка,Крышечки фарфоровой ручка конусообразной формы с рельефным орнаментом и широкой золотистой линией по навершию,фарфор,"Д=3 h=3,5  см",Целый,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-0838_orig.jpg,startswith,1,Нейш3А-2018-0838,Фарфор,крышка,0,ручка,0,фрагмент,0,0,0
Нейш3А-2018-0844,Блюдце,Блюдечка фаянсового клейменого профиль,фаянс,"Д=6,5 д=4 см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-0844_orig.jpg,startswith,1,Нейш3А-2018-0844,Фаянс,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-0848,Тарелка,Тарелки фаянсовой профиль,фаянс,Д=16+ д=12+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-0848_orig.jpg,startswith,1,Нейш3А-2018-0848,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-0956,Изразец,Изразца печного с белой поливой снаружи фр-т,керамика,"17,5х7,5х6 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-0956_orig.jpg,startswith,1,Нейш3А-2018-0956,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нейш3А-2018-0986,Крышка,Крышки красноглиняной с коричневой поливой и рельефным орнаментом  снаружи венчика фр-т,керамика,"Д=12,5+ см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-0986_orig.jpg,startswith,1,Нейш3А-2018-0986,Керамика,крышка,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-1035,Крышка,Крышечки фарфоровой с золотистым и синим орнаментом на темно-розовом фоне снаружи венчика фр-т,фарфор,Д=5+ см,Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-1035_orig.jpg,startswith,1,Нейш3А-2018-1035,Фарфор,крышка,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-1154,Тарелка,Тарелки?белоглиняной с желтой поливой снаружи и внутри венчика фр-т,керамика,"3,3х2,8 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-1154_orig.jpg,startswith,1,Нейш3А-2018-1154,Керамика,тарелка,0,венчик,0,фрагмент,0,0,1
Нейш3А-2018-1174,Крышка,"Сосуда фаянсового крышки с изображением креста на георгиевской ленточке (черный, желтый) фр-т",фаянс,Д=9+ см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-1174_orig.jpg,startswith,1,Нейш3А-2018-1174,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0
Нейш3А-2018-1178,Тарелка,Тарелки белоглиняной с желтой поливой снаружи и внутри глубокой профиль,керамика,Д=9+ см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-1178_orig.jpg,startswith,1,Нейш3А-2018-1178,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-1180,Блюдце,Блюдца фарфорового клейменого профиль,фарфор,Д=10+ д=7+ см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-1180_orig.jpg,startswith,1,Нейш3А-2018-1180,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-1182,Крышка,Крышечки фарфоровой ручки шарообразной фр-т,фарфор,"Д=1,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-1182_orig.jpg,startswith,1,Нейш3А-2018-1182,Фарфор,крышка,0,ручка,0,фрагмент,0,0,0
Нейш3А-2018-1232,Тарелка,Тарелочки красноглиняной венчика фр-т,керамика,Д=10+ см,Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-1232_orig.jpg,startswith,1,Нейш3А-2018-1232,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-1282,Тарелка,Тарелки фаянсовой клейменой донца фр-т,фаянс,Д=8+ см,Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-1282_orig.jpg,startswith,1,Нейш3А-2018-1282,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-1311,Крышка,Крышечки фарфоровой с фр-том ручки профиль,фарфор,"Д=8,5 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-1311_orig.jpg,startswith,1,Нейш3А-2018-1311,Фарфор,крышка,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-1469,Крышка,Крышечка фарфоровая круглая клейменая,фарфор,"Д=7,5 h=1,5 см",Целый,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-1469_orig.jpg,startswith,1,Нейш3А-2018-1469,Фарфор,крышка,0,часть не указана,1,целый,0,0,0
Нейш3А-2018-1473,Крышка,Ручки?фаянсовой в форме цветка навершия фр-т,фаянс,"5х3,5х1,5 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-1473_orig.jpg,startswith,1,Нейш3А-2018-1473,Фаянс,крышка,0,ручка,0,фрагмент,0,0,1
Нейш3А-2018-1671,Крышка,Крышечка белого непрозрачного стекла круглая,стекло,"Д=7,7 h=1,3  см",Целый,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-1671_orig.jpg,startswith,1,Нейш3А-2018-1671,Стекло,крышка,0,часть не указана,1,целый,0,0,0
Нейш3А-2018-1719,Блюдце,"Блюдца фарфорового с растительным орнаментом (серебристый, красный, зеленый) внутри профиль",фарфор,Д=11+ д=7 см,Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-1719_orig.jpg,startswith,1,Нейш3А-2018-1719,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-1755,Миска,Миски красноглиняной с коричневой поливой внутри профиль,керамика,Д=15+ h=7+ см,Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-1755_orig.jpg,startswith,1,Нейш3А-2018-1755,Керамика,миска,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-1839,Крышка,Крышечка прозрачного зеленоватого стекла полусферической формы с рельефным орнаментом снаружи,стекло,"Д=5,5 h=3 см",Целый,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-1839_orig.jpg,startswith,1,Нейш3А-2018-1839,Стекло,крышка,0,часть не указана,1,целый,0,0,0
Нейш3А-2018-2400,Крышка,Крышки красноглиняной с коричневой поливой снаружи и внутри с ручкой цилиндрической формы с круглым сквозным отверстием фр-т,керамика,"Д=9,5+ см",Фрагмент,Строительный мусор с включением темно-коричневой супеси,,,data/raw/images/Нейш3А-2018-2400_orig.jpg,startswith,1,Нейш3А-2018-2400,Керамика,крышка,0,ручка,0,фрагмент,0,0,0
Нейш3А-2018-2510,Крышка,"Крышечки фаянсовой полусферической формы с пятнистым орнаментом снаружи (зеленый, бордовый) венчика фр-т",фаянс,Д=6+ см,Фрагмент,Строительный мусор с битым кирпичом,,,data/raw/images/Нейш3А-2018-2510_orig.jpg,startswith,1,Нейш3А-2018-2510,Фаянс,крышка,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-2553,Крышка,Крышечка фарфоровая полусферической формы с серебристым линейным орнаментом  и круглой ручкой в центре,фарфор,"Д=5,8 h=3,5 см",Целый,Строительный мусор,,,data/raw/images/Нейш3А-2018-2553_orig.jpg,startswith,1,Нейш3А-2018-2553,Фарфор,крышка,0,ручка,0,фрагмент,0,0,0
Нейш3А-2018-2581,Блюдце,"Блюдца фарфорового с линейным орнаментом внутри (красный, золотистый) клейменого профиль",фарфор,"Д=13,5 д=7,2  см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-2581_orig.jpg,startswith,1,Нейш3А-2018-2581,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-2588,Крышка,"Крышечка фарфоровая полусферической формы с растительным орнаментом (красный, розовый, серый, желтый) снаружи и с фр-том ручки в центре",фарфор,"Д=8,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-2588_orig.jpg,startswith,1,Нейш3А-2018-2588,Фарфор,крышка,0,ручка,0,фрагмент,0,0,0
Нейш3А-2018-2665,Тарелка,Тарелки красноглиняной с коричневой поливой внутри донца фр-т,керамика,д=8+ см,Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-2665_orig.jpg,startswith,1,Нейш3А-2018-2665,Керамика,тарелка,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-3050,Изразец,Изразец красноглиняный с белой поливой снаружи квадратный,керамика,"15х14х5,3 см",Целый,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-3050_orig.jpg,startswith,1,Нейш3А-2018-3050,Керамика,изразец,0,часть не указана,1,целый,0,0,0
Нейш3А-2018-3690,Блюдце,Блюдца прозрачного зеленоватого стекла с рельефным геометрическим орнаментом снаружи профиль,стекло,"Д=9х д=5,5 h=2,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-3690_orig.jpg,startswith,1,Нейш3А-2018-3690,Стекло,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-4071,Плитка,Плитка пирогранитная квадратная клейменая,прочее,"14,4х14,2х1,2 см",Целый,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4071_orig.jpg,startswith,1,Нейш3А-2018-4071,Гранит,прочее,1,часть не указана,1,целый,0,1,0
Нейш3А-2018-4581,Тарелка,"Тарелки фарфоровой с растительным орнаментом (красный, черный) на донце внутри и черной отводкой края внутри клейменой профиль",фарфор,"Д=20 д=10 h=4,2 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4581_orig.jpg,startswith,1,Нейш3А-2018-4581,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-4583,Блюдце,"Блюдца фарфорового с цветочным орнаментом и изображением птицы (розовый, оранжевый, зеленый, синий, коричневый, золотистый), с золотистой отводкой края внутри клейменой профиль",фарфор,"Д=14,5 д=7 h=2,3 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4583_orig.jpg,startswith,1,Нейш3А-2018-4583,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-4742,Блюдце,"Блюдца фарфорового с цветочным орнаментом (синий, черный, серый) внутри клейменого профиль",фарфор,"Д=14,5 д=8,2 h=2,4 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4742_orig.jpg,startswith,1,Нейш3А-2018-4742,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-4743,Блюдце,"Блюдца фарфорового орнаментированного (темно-синий, золотистый) с золотистой отводкой края внутри клейменого профиль",фарфор,"Д=12,5+ д=6+ h=2,4 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4743_orig.jpg,startswith,1,Нейш3А-2018-4743,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-4751,Блюдце,"Блюдца фарфорового с линейным и цветочным орнаментом (оранжевый, зеленый, розовый, синий) внутри клейменого профиль",фарфор,"Д=10,5 д=8,2 h=2,4 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-4751_orig.jpg,startswith,1,Нейш3А-2018-4751,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-4837,Миска,Миски красноглиняной с коричневой поливой внутри профиль,керамика,"Д=13+ д=10+ h=6,5 см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-4837_orig.jpg,startswith,1,Нейш3А-2018-4837,Керамика,миска,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-4978,Тарелка,Тарелки фаянсовой донца клейменого фр-т,фаянс,"д=6,5+ см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-4978_orig.jpg,startswith,1,Нейш3А-2018-4978,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-5005,Блюдце,Блюдца фарфорового расписного донца фр-т,фарфор,"д=7,5+ см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5005_orig.jpg,startswith,1,Нейш3А-2018-5005,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-5125,Тарелка,Тарелки красноглиняной с коричневой поливой и желто-поливным волнистым орнаментом внутри венчика фр-т,керамика,Д=8+ см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5125_orig.jpg,startswith,1,Нейш3А-2018-5125,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-5221,Блюдце,Блюдца фарфорового клейменого донца фр-т,фарфор,"д=4,5+ см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5221_orig.jpg,startswith,1,Нейш3А-2018-5221,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-5225,Тарелка,"Тарелки фарфоровой с цветочным орнаментом (розовый, оранжевый, зеленый, красный) внутри клейменой профиль",фарфор,"Д=16+ д=11,5 h=2,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5225_orig.jpg,startswith,1,Нейш3А-2018-5225,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-5236,Тарелка,"Тарелки фарфоровой с цветочным орнаментом (зеленый, оранжевый, розовый) внутри клейменой профиль",фарфор,"Д=23,8 д=11,7 h=5,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-5236_orig.jpg,startswith,1,Нейш3А-2018-5236,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-5599,Тарелка,Тарелки фаянсовой с синим цветочным орнаментом внутри донца клейменого фр-т,фаянс,"д=11,5 см",Фрагмент,Строительный мусор с включением битого кирпича,,,data/raw/images/Нейш3А-2018-5599_orig.jpg,startswith,1,Нейш3А-2018-5599,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-6024,Миска,Миски светлоглиняной со светло-коричневой поливой снаружи и внутри венчика фр-т,керамика,"Д=11,5+ см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-6024_orig.jpg,startswith,1,Нейш3А-2018-6024,Керамика,миска,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-6028,Миска,"Миски светлоглиняной с желтой поливой внутри и светло-коричневой по верху снаружи, со штампованным орнаментом по венчику снаружи профиль",керамика,"Д=13,5+ д=12,5+ h=9,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-6028_orig.jpg,startswith,1,Нейш3А-2018-6028,Керамика,миска,0,венчик,0,фрагмент,0,0,0
Нейш3А-2018-6220,Миска,Миски красноглиняной с темно-зеленой поливой снаружи и внутри профиль,керамика,"Д=22,2 д=10,8 h=10,5 см",Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-6220_orig.jpg,startswith,1,Нейш3А-2018-6220,Керамика,миска,0,профиль,0,фрагмент,0,0,0
Нейш3А-2018-6973,Тарелка,"Тарелки фаянсовой расписной (красный, зеленый, синий, черный) внутри клейменой донца фр-т",фаянс,"д=6,5 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-6973_orig.jpg,startswith,1,Нейш3А-2018-6973,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
Нейш3А-2018-7213,Тарелка,Тарелки фаянсовой глубокой профиль,фаянс,"Д=17+ д=8,5+ h=9,5 см",Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нейш3А-2018-7213_orig.jpg,startswith,1,Нейш3А-2018-7213,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Т-12-Р2-1636,Крышка,Сосуда прозрачного стекла рельефной крышки фр-т,стекло,,Фрагмент,Слой 5 (слой разрушения построек 1-4)/ гориз.2,,,data/raw/images/Т-12-Р2-1636_orig.jpg,startswith,1,Т-12-Р2-1636,Стекло,крышка,0,часть не указана,1,фрагмент,0,0,0
Т-12-Р2-2696,Тарелка,Тарелки фаянсовой придонной части с клеймом фр-т,фаянс,,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.1,,,data/raw/images/Т-12-Р2-2696_orig.jpg,startswith,1,Т-12-Р2-2696,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Т-12-Р2-2697,Тарелка,Тарелки фаянсовой профиля с клеймом фр-т,фаянс,,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.1,,,data/raw/images/Т-12-Р2-2697_orig.jpg,startswith,1,Т-12-Р2-2697,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Т-12-Р2-2699,Тарелка,Тарелки фаянсовой придонной части с клеймом фр-т,фаянс,,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.1,,,data/raw/images/Т-12-Р2-2699_orig.jpg,startswith,1,Т-12-Р2-2699,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Т-12-Р2-2712,Блюдце,Блюдца фарфорового профиля фр-т,фарфор,D 17 см,Фрагмент,Слой 2 (строительный мусор XX в.)/ гориз.1,,,data/raw/images/Т-12-Р2-2712_orig.jpg,startswith,1,Т-12-Р2-2712,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Т-12-Р2-2921,Миска,Миски красноглиняной со светло-коричневой поливой внутри и темно-коричневой поливой снаружи придонная часть,керамика,"D донца — 9,5 см",Фрагмент,Слой 6 (слой периода существования построек 1-4)/ гориз.1,,,data/raw/images/Т-12-Р2-2921_orig.jpg,startswith,1,Т-12-Р2-2921,Керамика,миска,0,часть не указана,1,фрагмент,0,0,0
Т-12-Р2-3018,Крышка,Предмета деревянного со сквозным отверстием (крышка от бочки?) фр-т,прочее,58х21 см,Фрагмент,Слой 3 (строительный мусор XIX в.)/ гориз.2,,,data/raw/images/Т-12-Р2-3018_orig.jpg,startswith,1,Т-12-Р2-3018,Дерево,крышка,0,часть не указана,1,фрагмент,0,1,1
Т-12-Р3-1008,Блюдце,Блюдце фарфоровое с клеймом снаружи,фарфор,D14 см,Целый,5 (слой разрушения построек),,,data/raw/images/Т-12-Р3-1008_orig.jpg,startswith,1,Т-12-Р3-1008,Фарфор,блюдце,0,часть не указана,1,целый,0,0,0
Т-12-Р3-1009,Миска,Миски красноглиняной с зеленой поливой внутри и снаружи профиля фр-т,керамика,,Фрагмент,5 (слой разрушения построек),,,data/raw/images/Т-12-Р3-1009_orig.jpg,startswith,1,Т-12-Р3-1009,Керамика,миска,0,профиль,0,фрагмент,0,0,0
Т-12-Р3-1124,Блюдце,Блюдца фарфорового с клеймом снаружи профиля фр-т,фарфор,"D14,8 см",Фрагмент,5 (слой разрушения построек),,,data/raw/images/Т-12-Р3-1124_orig.jpg,startswith,1,Т-12-Р3-1124,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Т-12-Р3-1540,Тарелка,Тарелки красноглиняной с зелеными разводами по бесцветной поливе внутри и белой снаружи профиля фр-т,керамика,D16 см,Фрагмент,6 (слой периода существования построек),,,data/raw/images/Т-12-Р3-1540_orig.jpg,startswith,1,Т-12-Р3-1540,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0
Т-12-Р3-2194,Тарелка,Тарелки фаянсовой с серой поливой внутри и снаружи с клеймом снаружи профиля фр-т,фаянс,"D20,4 см",Фрагмент,6 (слой периода существования построек),,,data/raw/images/Т-12-Р3-2194_orig.jpg,startswith,1,Т-12-Р3-2194,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Т-12-Р3-2250,Изразец,Изразца белоглиняного рельефно-расписного с коричневой поливой снаружи карниза фр-т,керамика,,Фрагмент,6 (слой периода существования построек),,,data/raw/images/Т-12-Р3-2250_orig.jpg,startswith,1,Т-12-Р3-2250,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Т-12-Р3-2937,Миска,Миска красноглиняная со сливом с зеленой поливой внутри,керамика,"D16,5",Целый,6 (слой периода существования построек),,,data/raw/images/Т-12-Р3-2937_orig.jpg,startswith,1,Т-12-Р3-2937,Керамика,миска,0,часть не указана,1,целый,0,0,0
Т-12-Р4-1097,Миска,Миски красноглиняной с зеленой поливой внутри профиль,керамика,D 15 см,Фрагмент,6 (слой периода сущестования построек 1-4),,,data/raw/images/Т-12-Р4-1097_orig.jpg,startswith,1,Т-12-Р4-1097,Керамика,миска,0,профиль,0,фрагмент,0,0,0
Т-12-Р4-1122,Тарелка,Тарелки фаянсовой овальной профиль,фаянс,,Фрагмент,2 (слой строительного мусора XX в.),,,data/raw/images/Т-12-Р4-1122_orig.jpg,startswith,1,Т-12-Р4-1122,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Т-12-Р4-1123,Тарелка,Тарелки фаянсовой с синим цветочным орнаментом внутри профиль,фаянс,D 19 см,Фрагмент,2 (слой строительного мусора XX в.),,,data/raw/images/Т-12-Р4-1123_orig.jpg,startswith,1,Т-12-Р4-1123,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Т-12-Р4-1141,Крышка,Крышки фаянсовой профиль,фаянс,D 28 см,Фрагмент,2 (слой строительного мусора XX в.),,,data/raw/images/Т-12-Р4-1141_orig.jpg,startswith,1,Т-12-Р4-1141,Фаянс,крышка,0,профиль,0,фрагмент,0,0,0
Т-12-Р4-1204,Блюдце,Блюдца фарфорового профиль с клеймом на донце,фарфор,D 13 см,Фрагмент,5 (слой разрушения построек 1-4),,,data/raw/images/Т-12-Р4-1204_orig.jpg,startswith,1,Т-12-Р4-1204,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0
Т-12-Р4-1210,Блюдце,Блюдца фарфорового профиль с клеймом на донце,фарфор,D 13 см,Фрагмент,5 (слой разрушения построек 1-4),,,data/raw/images/Т-12-Р4-1210_orig.jpg,startswith,1,Т-12-Р4-1210,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0
Т-12-Р4-1245,Тарелка,Тарелки фаянсовой с растительным орнаментом снаружи придонной части с клеймом фр-т,фаянс,D 9 см,Фрагмент,5 (слой разрушения построек 1-4),,,data/raw/images/Т-12-Р4-1245_orig.jpg,startswith,1,Т-12-Р4-1245,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
ВО-1л58-2017-0013,Изразец,"Изразец карнизный сложнопрофилированный красноглиняный с белой поливой, румпа частично утрачена",керамика,"16,5 х 10 х 2 см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0013_orig.jpg,startswith,1,ВО-1л58-2017-0013,Керамика,изразец,0,профиль,0,фрагмент,0,0,0
ВО-1л58-2017-0015,Изразец,Изразца карнизного сложнопрофилированный красноглиняного с белой поливой фр-т,керамика,"11 х 5+ х 1,5; выс.рум=4 см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0015_orig.jpg,startswith,1,ВО-1л58-2017-0015,Керамика,изразец,0,профиль,0,фрагмент,0,0,0
ВО-1л58-2017-0019,Изразец,Изразца-перемычки белоглиняного с белой поливой фр-т,керамика,"11+ х 2,5 х 1,3; выс.рум=3,8 см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0019_orig.jpg,startswith,1,ВО-1л58-2017-0019,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
ВО-1л58-2017-0022,Плитка,Плитки (напольной ?) (метлахской ?) серо-бежевой фр-т,керамика,"14+ х 12,5+ х 1,5 см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0022_orig.jpg,startswith,1,ВО-1л58-2017-0022,Керамика,прочее,1,часть не указана,1,фрагмент,0,0,1
ВО-1л58-2017-0072,Блюдце,Блюдца фарфорового с белой поливой снаружи и внутри с полихромной росписью полосами и цветами профиля и венчика фр-ты,фарфор,"Двен=15; Ддон=8; выс=2,5 см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0072_orig.jpg,startswith,1,ВО-1л58-2017-0072,Фарфор,блюдце,0,венчик,0,фрагмент,0,0,0
ВО-1л58-2017-0074,Блюдце,Блюдца фарфорового с белой поливой снаружи и внутри с полихромной росписью профиль с фр-том клейма на донце,фарфор,"Двен=15; Ддон=8,5; выс=2,5 см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0074_orig.jpg,startswith,1,ВО-1л58-2017-0074,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0
