code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain,split
Нц-45-0407,Блюдце,Блюдца фарфорового с зеленой росписью внутри профиля фр-т,фарфор,D8 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0407_orig.jpg,startswith,1,Нц-45-0407,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
Нц-45-0408,Изразец,Изразца красноглиняного с белой поливой фр-т,керамика,,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0408_orig.jpg,startswith,1,Нц-45-0408,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,test
Нц-45-0409,Изразец,Изразца красноглиняного с белой поливой фр-т,керамика,"11,3+ x 5,9+ x 6,2 см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0409_orig.jpg,startswith,1,Нц-45-0409,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0416,Тарелка,Тарелки красноглиняной со следами зеленой поливой снаружи и с полихромной поливой внутри венчика фр-т,керамика,D18 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0416_orig.jpg,startswith,1,Нц-45-0416,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0,test
Нц-45-0437,Изразец,Изразца красноглиняного с белой поливой фр-т,керамика,"9,4+ x 5,3+ x 3,6+ см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0437_orig.jpg,startswith,1,Нц-45-0437,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0438,Изразец,Изразца красноглиняного с белой поливой фр-т,керамика,"5,2+ x 4,6+ x 4,8+ см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0438_orig.jpg,startswith,1,Нц-45-0438,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0472,Изразец,Изразца красноглиняного с белой поливой фр-т,керамика,"7,3+ x 6,8+ x 4,5 см",Фрагмент,Битый кирпич/ гориз.9,,,data/raw/images/Нц-45-0472_orig.jpg,startswith,1,Нц-45-0472,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0513,Изразец,Изразца красноглиняного со следами белой поливы с синей росписью снаружи фр-т,керамика,,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0513_orig.jpg,startswith,1,Нц-45-0513,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,val
Нц-45-0514,Изразец,Изразца красноглиняного со следами белой поливы с синей росписью снаружи фр-т,керамика,,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0514_orig.jpg,startswith,1,Нц-45-0514,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,val
Нц-45-0515,Изразец,Изразца красноглиняного со следами белой поливы с синей росписью снаружи фр-т,керамика,,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0515_orig.jpg,startswith,1,Нц-45-0515,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,val
Нц-45-0516,Изразец,Изразца красноглиняного со следами белой поливы фр-т,керамика,,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0516_orig.jpg,startswith,1,Нц-45-0516,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0522,Изразец,Изразца красноглиняного с белой поливой фр-т,керамика,"10,9+ x 5,7+ x 2,2+ см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0522_orig.jpg,startswith,1,Нц-45-0522,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,val
Нц-45-0530,Тарелка,Тарелки фаянсовой придонной части фр-т,фаянс,D12 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0530_orig.jpg,startswith,1,Нц-45-0530,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,test
Нц-45-0532,Изразец,Изразца красноглиняного с белой поливой фр-т,керамика,"12,7+ x 4,8+ x 5,2 см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0532_orig.jpg,startswith,1,Нц-45-0532,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,val
Нц-45-0540,Изразец,Изразца красноглиняного со следами серой поливы  с рельефным орнаментом фр-т,керамика,"11,2+ x 7,4+ x 1,4+ см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0540_orig.jpg,startswith,1,Нц-45-0540,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0550,Блюдце,Блюдца фарфорового профиля фр-т,фарфор,D7 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0550_orig.jpg,startswith,1,Нц-45-0550,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
Нц-45-0558,Тарелка,Тарелки фаянсовой венчика фр-т,фаянс,D23 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0558_orig.jpg,startswith,1,Нц-45-0558,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нц-45-0567,Блюдце,Блюдца фарфорового с полихромной росписью снаружи донца фр-т,фарфор,D8 см,Фрагмент,Битый кирпич/ гориз.9,,,data/raw/images/Нц-45-0567_orig.jpg,startswith,1,Нц-45-0567,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
Нц-45-0573,Изразец,Изразца красноглиняного с белой поливой фр-т,керамика,"13,3+ x 5,1+ x 5+ см",Фрагмент,Битый кирпич/ гориз.9,,,data/raw/images/Нц-45-0573_orig.jpg,startswith,1,Нц-45-0573,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,test
Нц-45-0599,Изразец,Изразца красноглиняного румпы фр-т,керамика,"5,2+ см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0599_orig.jpg,startswith,1,Нц-45-0599,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0600,Тарелка,Тарелки красноглиняной со следами желтой поливы снаружи и с желтой поливой с белой росписью внутри венчика фр-т,керамика,D27 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0600_orig.jpg,startswith,1,Нц-45-0600,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нц-45-0612,Тарелка,Тарелки фаянсовой придонной части фр-т,фаянс,D12 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0612_orig.jpg,startswith,1,Нц-45-0612,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0850,Миска,Миски  красноглиняного с белой поливой снаружи и с белой поливой с цветными разводами  внутри придонной части фр-т,керамика,D11 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0850_orig.jpg,startswith,1,Нц-45-0850,Керамика,миска,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0863,Тарелка,Тарелки фаянсовой профиля фр-т,фаянс,D13 см,Фрагмент,Строительный мусор/ гориз.1,,,data/raw/images/Нц-45-0863_orig.jpg,startswith,1,Нц-45-0863,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нц-45-0885,Тарелка,Тарелки фаянсовой с черной росписью внутри придонной части фр-ты,фаянс,D22 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0885_orig.jpg,startswith,1,Нц-45-0885,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-0905,Тарелка,Тарелки фаянсовой с черной росписью внутри донца фр-т,фаянс,D22 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0905_orig.jpg,startswith,1,Нц-45-0905,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
Нц-45-0907,Тарелка,Тарелки красноглиняной со следами бело-серой поливы внутри венчика фр-т,керамика,D26 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0907_orig.jpg,startswith,1,Нц-45-0907,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0,train
Нц-45-0998,Миска,Миски красноглиняной с коричневой поливой и желтыми радиальными кругами венчика фр-т,керамика,D29 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-0998_orig.jpg,startswith,1,Нц-45-0998,Керамика,миска,0,венчик,0,фрагмент,0,0,0,train
Нц-45-1013,Изразец,Изразца красноглиняного с белой поливой фр-т,керамика,"9,6+ x 8,5+ x 5,7 см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1013_orig.jpg,startswith,1,Нц-45-1013,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,val
Нц-45-1035,Изразец,Изразца красноглиняного со следами темной поливы румпы фр-т,керамика,,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1035_orig.jpg,startswith,1,Нц-45-1035,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,test
Нц-45-1079,Тарелка,Тарелки фарфоровой с золотистой окантовкой по краю донца с клеймом фр-т,фарфор,D10 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1079_orig.jpg,startswith,1,Нц-45-1079,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0,train
Нц-45-1085,Тарелка,Тарелки фаянсового с синей росписью внутри донца фр-т,фаянс,D9 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1085_orig.jpg,startswith,1,Нц-45-1085,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
Нц-45-1232,Изразец,Изразец красноглиняный с белой поливой,керамика,"26,4 x 15,7 x 4,6 см",Целый,Шлак/ гориз.6,,,data/raw/images/Нц-45-1232_orig.jpg,startswith,1,Нц-45-1232,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
Нц-45-1233,Изразец,Изразец красноглиняный орнаментированный,керамика,"24,9 x 9,8 x 7,6 см",Целый,Шлак/ гориз.6,,,data/raw/images/Нц-45-1233_orig.jpg,startswith,1,Нц-45-1233,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
Нц-45-1236,Изразец,Изразца красноглинянного орнаментированного фр-т,керамика,"9,4+ x 13,2 x 8,9 см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1236_orig.jpg,startswith,1,Нц-45-1236,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1239,Крышка,Крышки красноглиняной с желто-коричневой поливой с белой росписью снаружи и с желто-коричневой поливой внутри профиля фр-т,керамика,D25 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1239_orig.jpg,startswith,1,Нц-45-1239,Керамика,крышка,0,профиль,0,фрагмент,0,0,0,train
Нц-45-1242,Изразец,Изразца белоглиняного с темной поливой  орнаментированного фр-т,керамика,"9,5+ x 5,9+ x 3,4+ см",Фрагмент,Щепа/ гориз.7,,,data/raw/images/Нц-45-1242_orig.jpg,startswith,1,Нц-45-1242,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1243,Изразец,Изразца красноглиняного орнаментированного с фр-т,керамика,"10+ x 11 x 6,6 см",Фрагмент,Щепа/ гориз.7,,,data/raw/images/Нц-45-1243_orig.jpg,startswith,1,Нц-45-1243,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1257,Крышка,Крышки красноглиняной с коричневой поливой снаружи и с белой поливой внутри края фр-т,керамика,D26 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1257_orig.jpg,startswith,1,Нц-45-1257,Керамика,крышка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1259,Изразец,Изразец красноглиняный с белой поливой,керамика,"15 x 8,5 x 5,3 см",Целый,Шлак/ гориз.6,,,data/raw/images/Нц-45-1259_orig.jpg,startswith,1,Нц-45-1259,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
Нц-45-1265,Тарелка,Тарелки фарфоровой с клеймом донца фр-т,фарфор,,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1265_orig.jpg,startswith,1,Нц-45-1265,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0,train
Нц-45-1267,Изразец,"Изразец типа ""валик"" красноглиняный с белой поливой",керамика,"13,7 x 3,2 x 4,2 см",Целый,Шлак/ гориз.6,,,data/raw/images/Нц-45-1267_orig.jpg,startswith,1,Нц-45-1267,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
Нц-45-1287,Изразец,Изразец красноглиняный с белой поливой,керамика,"14 x 10,6 x 5,8 см",Целый,Шлак/ гориз.6,,,data/raw/images/Нц-45-1287_orig.jpg,startswith,1,Нц-45-1287,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
Нц-45-1288,Изразец,Изразец красноглиняный с белой поливой,керамика,"16,2 x 10,7 x 6 см",Целый,Шлак/ гориз.6,,,data/raw/images/Нц-45-1288_orig.jpg,startswith,1,Нц-45-1288,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
Нц-45-1296,Крышка,Крышка фаянсовая с золотым кантом,фаянс,D7 см,Целый,Шлак/ гориз.6,,,data/raw/images/Нц-45-1296_orig.jpg,startswith,1,Нц-45-1296,Фаянс,крышка,0,часть не указана,1,целый,0,0,0,train
Нц-45-1299,Изразец,"Изразца типа ""полувал"" красноглиняного с белой поливой фр-т",керамика,"4,5+ x 14,8 x 6,5 см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1299_orig.jpg,startswith,1,Нц-45-1299,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,val
Нц-45-1306,Изразец,Изразец красноглиняный c белой поливой,керамика,"13,4 x 8,2 x 7 см",Целый,Шлак/ гориз.6,,,data/raw/images/Нц-45-1306_orig.jpg,startswith,1,Нц-45-1306,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
Нц-45-1308,Изразец,Изразца  красноглиняного с белой поливой  в виде изображения человеческого лица фр-т,керамика,"8,1+ см",Фрагмент,Щепа/ гориз.7,,,data/raw/images/Нц-45-1308_orig.jpg,startswith,1,Нц-45-1308,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1434,Плитка,Плитки белоглиняной с полихромной росписью  с клеймом фр-т,керамика,"10,7+ x 11,7 x 1,6 см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1434_orig.jpg,startswith,1,Нц-45-1434,Керамика,прочее,1,часть не указана,1,фрагмент,0,0,0,val
Нц-45-1436,Изразец,Изразца красноглиняного с рельефным орнаментом фр-т,керамика,"8,7+ x 16,8 x 6,1+ см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1436_orig.jpg,startswith,1,Нц-45-1436,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1441,Изразец,Изразца белоглиняного с зеленой поливой с рельефным орнаментом и клеймом фр-т,керамика,"8,2+ x 3,4+ x 4,6 см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1441_orig.jpg,startswith,1,Нц-45-1441,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1444,Тарелка,Тарелки фарфоровой с золотистой окантовкой и вензелем венчика фр-т,фарфор,D27 см,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1444_orig.jpg,startswith,1,Нц-45-1444,Фарфор,тарелка,0,венчик,0,фрагмент,0,0,0,test
Нц-45-1445,Крышка,Крышки фаянсовой с коричневой и зеленой поливой снаружи с рельефным орнаментом фигурной фр-т,фаянс,,Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1445_orig.jpg,startswith,1,Нц-45-1445,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1460,Изразец,Изразца красноглиняного со следами темно-коричневой поливы фр-т,керамика,"7,9+ x 8,4+ x 2,1+ см",Фрагмент,Слой разрушения/ гориз.12,,,data/raw/images/Нц-45-1460_orig.jpg,startswith,1,Нц-45-1460,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,test
Нц-45-1463,Изразец,"Изразца красноглиняного с коричневой поливой и рельефным растительным орнаментом типа ""Подсолнухи"" фр-т",керамика,"9,5+ x 16,5+ см",Фрагмент,Слой разрушения/ гориз.12,,,data/raw/images/Нц-45-1463_orig.jpg,startswith,1,Нц-45-1463,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1466,Изразец,Изразца красноглиняного со следами темной поливы фр-т,керамика,,Фрагмент,Слой разрушения/ гориз.12,,,data/raw/images/Нц-45-1466_orig.jpg,startswith,1,Нц-45-1466,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1467,Изразец,Изразца красноглиняного с темной поливой и с рельефным орнаментом фр-т,керамика,"7,2+ x 8,5+ x 3,2+ см",Фрагмент,Слой разрушения/ гориз.12,,,data/raw/images/Нц-45-1467_orig.jpg,startswith,1,Нц-45-1467,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1476,Изразец,Изразца красноглиняного со следами темной поливы румпы фр-т,керамика,,Фрагмент,Светло-серая супесь с включением дерна/ гориз.10,,,data/raw/images/Нц-45-1476_orig.jpg,startswith,1,Нц-45-1476,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,test
Нц-45-1529,Миска,Миски  белоглиняной с полихромной поливой внутри венчика фр-т,керамика,D32 см,Фрагмент,Слой разрушения/ гориз.12,,,data/raw/images/Нц-45-1529_orig.jpg,startswith,1,Нц-45-1529,Керамика,миска,0,венчик,0,фрагмент,0,0,0,train
Нц-45-1531,Миска,Миски  красноглиняной с коричневой поливой и белой росписью  венчика с ручкой фр-т,керамика,D16 см,Фрагмент,Дерн/ гориз.11,,,data/raw/images/Нц-45-1531_orig.jpg,startswith,1,Нц-45-1531,Керамика,миска,0,венчик,0,фрагмент,0,0,0,train
Нц-45-1537,Изразец,Изразца красноглиняного с темной перламутровой поливой и рельефным орнаментом фр-т,керамика,"7,9+ x 2,6+ x 3,8 см",Фрагмент,Светло-серая супесь с включением дерна/ гориз.10,,,data/raw/images/Нц-45-1537_orig.jpg,startswith,1,Нц-45-1537,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-45-1562,Миска,Миски красноглиняноой со следами коричневой поливы с белой росписью снаружи и с желто-зеленой поливой внутри венчика фр-т,керамика,D15 см,Фрагмент,Дерн/ гориз.11,,,data/raw/images/Нц-45-1562_orig.jpg,startswith,1,Нц-45-1562,Керамика,миска,0,венчик,0,фрагмент,0,0,0,val
Нц-45-1564,Миска,Миски  красноглиняного со следами темной поливы с белой росписью внутри венчика фр-т,керамика,D29 см,Фрагмент,Светло-серая супесь с включением дерна/ гориз.10,,,data/raw/images/Нц-45-1564_orig.jpg,startswith,1,Нц-45-1564,Керамика,миска,0,венчик,0,фрагмент,0,0,0,train
Нц-45-1579,Тарелка,Тарелки фаянсовой с синей росписью внутри придонной части фр-т,фаянс,D17 см,Фрагмент,Слой разрушения/ гориз.12,,,data/raw/images/Нц-45-1579_orig.jpg,startswith,1,Нц-45-1579,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-067,Тарелка,Тарелки фаянсовой с серой поливой внутри и снаружи края фр-т,фаянс,D41? см,Фрагмент,Шлак,,,data/raw/images/Нц-46-067_orig.jpg,startswith,1,Нц-46-067,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-137,Тарелка,Тарелки фаянсовой полихромной росписью по белой поливе внутри и белой поливой снаружи края фр-т,фаянс,D32 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-137_orig.jpg,startswith,1,Нц-46-137,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-144,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи клейменной донца фр-т зеленое надглазурное клеймо «Т-ва  И.Е. Кузнецова» на Волхове),фаянс,D14 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-144_orig.jpg,startswith,1,Нц-46-144,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
Нц-46-148,Изразец,Изразца красноглиняного с белой поливой снаружи пластины с румпой фр-т,керамика,"13 х 9 х 1,3 см",Фрагмент,Шлак,,,data/raw/images/Нц-46-148_orig.jpg,startswith,1,Нц-46-148,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-150,Крышка,Крышка сахарницы(?) фаянсовая с ручкой с белой поливой внутри и снаружи,фаянс,"D7,5 см",Целый,Шлак,,,data/raw/images/Нц-46-150_orig.jpg,startswith,1,Нц-46-150,Фаянс,крышка,0,ручка,0,фрагмент,0,0,1,test
Нц-46-152,Миска,Миски фаянсовой с синей и белой поливой внутри и белой поливой снаружи профиля фр-т,фаянс,D16 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-152_orig.jpg,startswith,1,Нц-46-152,Фаянс,миска,0,профиль,0,фрагмент,0,0,0,train
Нц-46-162,Тарелка,Тарелки фаянсовой с синей росписью по белой поливе внутри и белой поливой снаружи края фр-т,фаянс,D16 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-162_orig.jpg,startswith,1,Нц-46-162,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-170,Тарелка,Тарелки фарфоровой придонной части фр-т,фарфор,D8 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-170_orig.jpg,startswith,1,Нц-46-170,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,test
Нц-46-193,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи профиля фр-т,фаянс,D25 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-193_orig.jpg,startswith,1,Нц-46-193,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нц-46-204,Изразец,Изразца красноглиняного с белой поливой снаружи пластины с румпой фр-т,керамика,"10 х 11,7 х 4,4 см",Фрагмент,Строительный мусор,,,data/raw/images/Нц-46-204_orig.jpg,startswith,1,Нц-46-204,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-210,Тарелка,Тарелки фарфоровой края фр-т,фарфор,D24 см,Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нц-46-210_orig.jpg,startswith,1,Нц-46-210,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,test
Нц-46-211,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи края фр-т,фаянс,D16 см,Фрагмент,Темно-коричневая супесь,,,data/raw/images/Нц-46-211_orig.jpg,startswith,1,Нц-46-211,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-221,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи края фр-т,фаянс,D23 см,Фрагмент,Строительный мусор,,,data/raw/images/Нц-46-221_orig.jpg,startswith,1,Нц-46-221,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-225,Тарелка,Тарелки фаянсовой с золотой росписью по белой поливе внутри и белой поливой снаружи края фр-т,фаянс,D16 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-225_orig.jpg,startswith,1,Нц-46-225,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,val
Нц-46-228,Тарелка,Тарелки фаянсовой с белой поливой  внутри и снаружи края фр-т,фаянс,D20 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-228_orig.jpg,startswith,1,Нц-46-228,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-230,Блюдце,Блюдца фарфорового с полихромной росписью внутри придонной части фр-т,фарфор,D6 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-230_orig.jpg,startswith,1,Нц-46-230,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,val
Нц-46-235,Тарелка,Тарелки фарфоровой орнаментированного края фр-т,фарфор,D14 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-235_orig.jpg,startswith,1,Нц-46-235,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-240,Тарелка,Тарелки фарфоровой с полихромной росписью внутри придонной части фр-т,фарфор,D7 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-240_orig.jpg,startswith,1,Нц-46-240,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-253,Блюдце,Блюдца фарфорового профиля фр-т,фарфор,D15 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-253_orig.jpg,startswith,1,Нц-46-253,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
Нц-46-260,Тарелка,Тарелки фаянсовой с золотой росписью по голубой поливе снаружи и белой поливой внутри профиля фр-т,фаянс,DO см,Фрагмент,Шлак,,,data/raw/images/Нц-46-260_orig.jpg,startswith,1,Нц-46-260,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,test
Нц-46-264,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи края фр-т,фаянс,D25 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-264_orig.jpg,startswith,1,Нц-46-264,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-320,Тарелка,Тарелки фаянсовой с синей росписью по белой поливе внутри и белой поливой снаружи придонной части фр-т,фаянс,D10 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-320_orig.jpg,startswith,1,Нц-46-320,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-335,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи донца клейменного фр-т (черное подглазурное клеймо «Т-ва  М.С. Кузнецова» R.P.M.Dreyling Sbusch),фаянс,"D8,8 см",Фрагмент,Шлак,,,data/raw/images/Нц-46-335_orig.jpg,startswith,1,Нц-46-335,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,test
Нц-46-336,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи донца клейменного фр-т (зеленое подглазурное клеймо «Виноградов. Новый двор),фаянс,"7,8 х 5,7 см",Фрагмент,Шлак,,,data/raw/images/Нц-46-336_orig.jpg,startswith,1,Нц-46-336,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,test
Нц-46-369,Изразец,Изразца красноглиняного с белой поливой снаружи пластины с румпой фр-т,керамика,"11 х 10,8 х 6 см",Фрагмент,Шлак,,,data/raw/images/Нц-46-369_orig.jpg,startswith,1,Нц-46-369,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-370,Изразец,Изразца красноглиняного с белой поливой румпы фр-т,керамика,"8,6 х 5,5 х 3 см",Фрагмент,Шлак,,,data/raw/images/Нц-46-370_orig.jpg,startswith,1,Нц-46-370,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,train
Нц-46-374,Тарелка,Тарелки фаянсовой с черной росписью по белой поливе внутри и белой поливой снаружи профиля фр-т,фаянс,D11 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-374_orig.jpg,startswith,1,Нц-46-374,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нц-46-375,Тарелка,Тарелки фаянсовой с черной росписью по белой поливе внутри и снаружи профиля фр-т,фаянс,D17 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-375_orig.jpg,startswith,1,Нц-46-375,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
Нц-46-385,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи профиля клейменного фр-т (черное подглазурное клеймо «Т-ва  Кузнецова»),фаянс,"D9,2 см",Фрагмент,Шлак,,,data/raw/images/Нц-46-385_orig.jpg,startswith,1,Нц-46-385,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
